DATE,COM,COM_MM,COM_YY,OPEN,HIGH,LOW,CLOSE,SETTLE,VOLUME,OINT,SERIES
20220621,1MF  ,06,2022,0,0,0,0,633.18,0,15,1MFM22
20220621,1MF  ,07,2022,0,0,0,0,621.52,0,15,1MFN22
20220621,1MF  ,08,2022,0,0,0,0,623.39,0,15,1MFQ22
20220621,1MF  ,09,2022,0,0,0,0,621.97,0,15,1MFU22
20220621,1MF  ,10,2022,0,0,0,0,618.97,0,0,1MFV22
20220621,1MF  ,11,2022,0,0,0,0,615.74,0,0,1MFX22
20220621,1MF  ,12,2022,0,0,0,0,614.95,0,0,1MFZ22
20220621,1MF  ,01,2023,0,0,0,0,611.28,0,0,1MFF23
20220621,1MF  ,02,2023,0,0,0,0,607.47,0,0,1MFG23
20220621,1MF  ,03,2023,0,0,0,0,603.3,0,0,1MFH23
20220621,1MF  ,04,2023,0,0,0,0,592.72,0,0,1MFJ23
20220621,1MF  ,05,2023,0,0,0,0,586.78,0,0,1MFK23
20220621,1MF  ,06,2023,0,0,0,0,581.22,0,0,1MFM23
20220621,1MF  ,07,2023,0,0,0,0,575.85,0,0,1MFN23
20220621,1MF  ,08,2023,0,0,0,0,569.25,0,0,1MFQ23
20220621,1MF  ,09,2023,0,0,0,0,564.63,0,0,1MFU23
20220621,1MF  ,10,2023,0,0,0,0,560.75,0,0,1MFV23
20220621,1MF  ,11,2023,0,0,0,0,556.73,0,0,1MFX23
20220621,1MF  ,12,2023,0,0,0,0,552.58,0,0,1MFZ23
20220621,1MF  ,01,2024,0,0,0,0,545.98,0,0,1MFF24
20220621,1MF  ,02,2024,0,0,0,0,543.13,0,0,1MFG24
20220621,1MF  ,03,2024,0,0,0,0,540.52,0,0,1MFH24
20220621,1MF  ,04,2024,0,0,0,0,537.97,0,0,1MFJ24
20220621,1MF  ,05,2024,0,0,0,0,535.17,0,0,1MFK24
20220621,1MF  ,06,2024,0,0,0,0,532.38,0,0,1MFM24
20220621,3MF  ,06,2022,0,0,0,0,591.38,0,10,3MFM22
20220621,3MF  ,07,2022,0,0,0,0,570.36,0,15,3MFN22
20220621,3MF  ,08,2022,0,0,0,0,568.41,0,5,3MFQ22
20220621,3MF  ,09,2022,0,0,0,0,565.23,0,5,3MFU22
20220621,3MF  ,10,2022,0,0,0,0,564.21,0,0,3MFV22
20220621,3MF  ,11,2022,0,0,0,0,562.71,0,0,3MFX22
20220621,3MF  ,12,2022,0,0,0,0,563.2,0,0,3MFZ22
20220621,3MF  ,01,2023,0,0,0,0,563.42,0,0,3MFF23
20220621,3MF  ,02,2023,0,0,0,0,560.95,0,0,3MFG23
20220621,3MF  ,03,2023,0,0,0,0,558.42,0,0,3MFH23
20220621,3MF  ,04,2023,0,0,0,0,556.95,0,0,3MFJ23
20220621,3MF  ,05,2023,0,0,0,0,554.4,0,0,3MFK23
20220621,3MF  ,06,2023,0,0,0,0,551.82,0,0,3MFM23
20220621,3MF  ,07,2023,0,0,0,0,549.02,0,0,3MFN23
20220621,3MF  ,08,2023,0,0,0,0,545.35,0,0,3MFQ23
20220621,3MF  ,09,2023,0,0,0,0,541.7,0,0,3MFU23
