DATE,COM,COM_MM,COM_YY,OPEN,HIGH,LOW,CLOSE,SETTLE,VOLUME,OINT,SERIES
20220623,1MF  ,06,2022,0,0,0,0,626.48,0,15,1MFM22
20220623,1MF  ,07,2022,0,0,0,0,597.56,0,15,1MFN22
20220623,1MF  ,08,2022,0,0,0,0,599.86,0,15,1MFQ22
20220623,1MF  ,09,2022,0,0,0,0,597.96,0,15,1MFU22
20220623,1MF  ,10,2022,0,0,0,0,596.19,0,0,1MFV22
20220623,1MF  ,11,2022,0,0,0,0,592.95,0,0,1MFX22
20220623,1MF  ,12,2022,0,0,0,0,593.15,0,0,1MFZ22
20220623,1MF  ,01,2023,0,0,0,0,590.13,0,0,1MFF23
20220623,1MF  ,02,2023,0,0,0,0,586.67,0,0,1MFG23
20220623,1MF  ,03,2023,0,0,0,0,582,0,0,1MFH23
20220623,1MF  ,04,2023,0,0,0,0,575.58,0,0,1MFJ23
20220623,1MF  ,05,2023,0,0,0,0,570.67,0,0,1MFK23
20220623,1MF  ,06,2023,0,0,0,0,566.2,0,0,1MFM23
20220623,1MF  ,07,2023,0,0,0,0,560.83,0,0,1MFN23
20220623,1MF  ,08,2023,0,0,0,0,554.18,0,0,1MFQ23
20220623,1MF  ,09,2023,0,0,0,0,549.33,0,0,1MFU23
20220623,1MF  ,10,2023,0,0,0,0,545.13,0,0,1MFV23
20220623,1MF  ,11,2023,0,0,0,0,540.7,0,0,1MFX23
20220623,1MF  ,12,2023,0,0,0,0,536.33,0,0,1MFZ23
20220623,1MF  ,01,2024,0,0,0,0,528.87,0,0,1MFF24
20220623,1MF  ,02,2024,0,0,0,0,525.17,0,0,1MFG24
20220623,1MF  ,03,2024,0,0,0,0,521.7,0,0,1MFH24
20220623,1MF  ,04,2024,0,0,0,0,518.42,0,0,1MFJ24
20220623,1MF  ,05,2024,0,0,0,0,514.93,0,0,1MFK24
20220623,1MF  ,06,2024,0,0,0,0,511.6,0,0,1MFM24
20220623,3MF  ,06,2022,0,0,0,0,584.84,0,10,3MFM22
20220623,3MF  ,07,2022,0,0,0,0,554.98,0,15,3MFN22
20220623,3MF  ,08,2022,0,0,0,0,552.14,0,5,3MFQ22
20220623,3MF  ,09,2022,0,0,0,0,548.77,0,5,3MFU22
20220623,3MF  ,10,2022,0,0,0,0,546.09,0,0,3MFV22
20220623,3MF  ,11,2022,0,0,0,0,543.59,0,0,3MFX22
20220623,3MF  ,12,2022,0,0,0,0,544.88,0,0,3MFZ22
20220623,3MF  ,01,2023,0,0,0,0,543.73,0,0,3MFF23
20220623,3MF  ,02,2023,0,0,0,0,541.85,0,0,3MFG23
20220623,3MF  ,03,2023,0,0,0,0,538.78,0,0,3MFH23
20220623,3MF  ,04,2023,0,0,0,0,536.5,0,0,3MFJ23
20220623,3MF  ,05,2023,0,0,0,0,534.38,0,0,3MFK23
20220623,3MF  ,06,2023,0,0,0,0,531.8,0,0,3MFM23
